Name,City,Cuisine Style,Ranking,Restaurants Count,Ranking Normalized,Rating,Price Range,Number of Reviews
L'Annexe,Paris,French,5983,16668,0.3589512838972882,4.5,$$ - $$$,104
Rosmarino Pizza e Pasta,Warsaw,Italian,2485,3007,0.8264050548719654,3.0,$$ - $$$,12
Curry 66,Berlin,German,1091,7127,0.15307983723866986,4.0,$,91
Schuback am Park,Hamburg,German,1075,3157,0.34051314539119415,4.0,$$ - $$$,37
Kanoodle,Dublin,"Fast Food, Asian, Thai",750,2313,0.324254215304799,4.0,$,63
Maria of Lisboa,al Chef in Lisbon,"European, Portuguese",1,4,0.25,5.0,$$ - $$$,8
The Apple Tree,London,"Quick Bites, Bar, Pub, International, Gastropub, Vegan Options",824,1819,0.45299615173172075,4.5,$$ - $$$,19
Povo,Lisbon,"Bar, European, Portuguese, Mediterranean",525,4685,0.11205976520811099,4.0,$$ - $$$,869
Egon Bekkestua,Oslo,"American, Italian, Bar, European, Pub",864,1306,0.6615620214395099,3.0,$$ - $$$,49
Restaurante Mil Casas,Barcelona,"Japanese, Chinese, Sushi, Asian",4009,9312,0.43051975945017185,4.0,$,29
Cap Sablon,Brussels,"Belgian, European, International",947,3526,0.26857629041406694,4.0,$$ - $$$,73
Viikin kartano,Helsinki,"European, Scandinavian",1142,1474,0.7747625508819539,4.0,$,1
Itsu,London,"Sushi, Japanese, Fast Food, Asian",946,1819,0.520065970313359,4.0,$$ - $$$,15
Express Bar,Paris,"French, European",7252,16668,0.43508519318454525,3.5,$$ - $$$,193
M Victoria Street,London,"Steakhouse, European, British, Wine Bar, Vegetarian Friendly",2866,19359,0.14804483702670593,4.0,$$$$,656
La Huerta de Casa Ricardo,Madrid,"Mediterranean, Spanish",2537,10890,0.23296602387511478,3.5,$$ - $$$,181
Restaurante Luis,Madrid,"Spanish, European",2187,10890,0.20082644628099172,4.0,$$ - $$$,112
Ovocny Svetozor,Prague,Cafe,2020,5235,0.3858643744030564,4.5,$$ - $$$,10
Cantina TTC,Bratislava,Mexican,805,1199,0.6713928273561302,3.5,$,2
Tuyo Cafe',Milan,"Italian, Pizza, Cafe, Mediterranean, European",3530,7025,0.502491103202847,3.5,$,303
harry b james,Stockholm,"American, Bar, Pub",1457,2880,0.5059027777777778,3.0,$$ - $$$,147
Priceless Milano,Milan,Italian,3154,7025,0.4489679715302491,4.5,$$$$,23
Teurastamon Portti,Helsinki,Meals,385,1474,0.26119402985074625,4.0,$$ - $$$,34
Osteria Scaloni,Rome,"Italian, Seafood, Mediterranean",728,10586,0.06877007368222181,4.5,$$ - $$$,422
Pizza Party,Milan,"Italian, Pizza, Fast Food",3580,7025,0.5096085409252669,4.0,$,18
Lunch Music,Rome,"Mediterranean, Italian",3623,10586,0.3422444738333648,4.5,$,42
The Yorkshire Grey,London,"Bar, British, Pub",4930,19359,0.25466191435508034,4.0,$$ - $$$,63
Harbi Kebab,Warsaw,,1181,3007,0.3927502494180246,4.0,$,17
Le Cafe de l'Epoque,Paris,"French, Cafe, European",4218,16668,0.25305975521958246,4.0,$$ - $$$,237
Anteprima,Paris,Italian,13489,16668,0.8092752579793616,4.0,$,1
Amber,Berlin,Indian,4997,7127,0.7011365230812403,3.0,$,83
Rival de Luxe,Paris,"French, Cafe",12038,16668,0.7222222222222222,3.5,$$ - $$$,7
AU DON JOSE,Chassieu,Meals,7,24,0.2916666666666667,4.5,$$ - $$$,34
Pazzi,Amsterdam,"Italian, Pizza",665,3854,0.17254800207576543,4.5,$$ - $$$,140
Provocateur Bistro,Prague,"European, Wine Bar, Central European, Vegetarian Friendly, Vegan Options",438,5235,0.0836676217765043,4.5,$$ - $$$,135
128 Rambla Restaurant,Barcelona,"Mediterranean, European, Spanish",3025,9312,0.32484965635738833,4.0,$$ - $$$,49
H.E.L. Restaurant,Stockholm,"Chinese, Fusion",1720,2880,0.5972222222222222,3.5,$$ - $$$,24
Zichy,Bratislava,"European, Central European",319,1199,0.26605504587155965,3.5,$$ - $$$,122
Ukrainian Restaurant 'Albina' London,London,"Eastern European, Ukrainian",8188,19359,0.422955731184462,4.5,$$ - $$$,33
Walid Speisemeisterei,Berlin,"German, European",854,7127,0.11982601375052616,5.0,$$ - $$$,42
Shiva,Munich,"Indian, Asian",1152,3020,0.38145695364238413,4.0,$$ - $$$,35
Bar Restaurante L'Illa Del Mar,Barcelona,"Cafe, Spanish",7217,9312,0.7750214776632303,3.0,$,11
La Table,Lyon,"French, European",626,2705,0.23142329020332716,4.0,$$ - $$$,117
Orsini Pizza,Rome,"Italian, Pizza",3125,10586,0.29520120914415265,4.5,$,47
Asian Box,Oslo,"Japanese, Thai, Vietnamese, Chinese, Asian",36,1306,0.027565084226646247,4.5,$$ - $$$,252
Nakama,Athens,"Japanese, Sushi, Asian",168,2438,0.06890894175553733,4.5,$$ - $$$,261
La Piadina Felice,Milan,Italian,3162,7025,0.4501067615658363,4.5,$,59
IoD - Institute of Directors,London,"European, British",2678,19359,0.13833359161113695,4.5,$$$$,145
Cafeteria Ceres,Madrid,Meals,5980,10890,0.549127640036731,3.5,$,20
La Tagliatella,Madrid,"Italian, Pizza, European",2697,10890,0.24765840220385674,4.0,$$ - $$$,142
Manna,Ljubljana,"Local cuisine, Mediterranean, Slovenian, Vegetarian Friendly, Vegan Options",35,581,0.060240963855421686,4.5,$$$$,667
Goya Restaurant & Terrace,Madrid,"European, Spanish, Mediterranean",509,10890,0.046740128558310376,4.5,$$$$,239
L'Estaminet du Kelderke,Brussels,"Belgian, Bar, European",708,3526,0.20079410096426545,4.0,$$ - $$$,141
Nonna's Kitchen,Edinburgh,"Local cuisine, Italian, European, Vegetarian Friendly, Vegan Options",48,1856,0.02586206896551724,4.5,$$ - $$$,772
Kardemomme,Copenhagen,Indian,797,2333,0.3416202314616374,4.0,$$ - $$$,55
Den Gule Cottage,Copenhagen,"European, Scandinavian, Danish",266,2333,0.11401628804114873,4.5,$$ - $$$,144
Pateo,Lisbon,"European, Portuguese",3867,4685,0.8254002134471718,3.5,$,2
Brasserie Moderne,Paris,French,9754,16668,0.5851931845452364,4.0,$$ - $$$,11
Brouwerij de Prael,Amsterdam,"Local cuisine, Dutch, Bar, European, Pub, Vegetarian Friendly",441,3854,0.11442656979761287,4.5,$$ - $$$,689
Felix,Milan,"Bar, Cafe, Pub",2445,7025,0.3480427046263345,4.0,$$ - $$$,38
Cafe A,Frederiksberg,Cafe,171,212,0.8066037735849056,3.0,$,49
Solo Italia,Munich,"Italian, Pizza, Mediterranean, Grill",420,3020,0.1390728476821192,4.0,$$ - $$$,89
El Kesito Restaurant,Barcelona,Spanish,6197,9312,0.6654853951890034,4.0,$$ - $$$,5
Razowski,Paris,American,9498,16668,0.5698344132469403,3.5,$$ - $$$,77
Bella Napoli Pizza & Spaghetteria,Warsaw,"Italian, Pizza, Mediterranean, European",447,3007,0.14865314266711008,4.0,$$ - $$$,74
Comidas de Santiago,Lisbon,"Mediterranean, European, Portuguese",4312,4685,0.920384204909285,2.5,$$ - $$$,360
Raj Mahal - The Taste of India,Hamburg,Meals,1604,3157,0.5080772885650935,4.5,$$ - $$$,8
Steak 'n Shake Milano,Milan,"Steakhouse, American, Barbecue",31,44,0.7045454545454546,3.5,$,440
Du Rhone Chocolatier,Geneva,Cafe,892,1674,0.5328554360812425,4.0,$$ - $$$,15
Pasta.,Budapest,"Italian, Fast Food, European",1119,2933,0.38152062734401637,4.0,$,27
Richmond Cafe Bistro,Edinburgh,"Cafe, Mediterranean, European",597,1856,0.32165948275862066,4.5,$$ - $$$,138
FishShack Cafe,Dublin,Seafood,343,2313,0.14829226113272806,4.5,$$ - $$$,153
My Rose,Helsinki,Middle Eastern,1064,1474,0.7218453188602443,5.0,$,1
Nando's Victoria - Wilton Road,London,"Fast Food, European, Portuguese, Grill",126,1819,0.06926882902693787,4.0,$$ - $$$,603
Adria,Paris,French,2287,16668,0.13720902327813775,4.5,$$ - $$$,58
Jaizkbel,Madrid,"Mediterranean, Spanish",2487,10890,0.2283746556473829,4.0,$$ - $$$,123
Tokyo,Paris,Japanese,12908,16668,0.7744180465562756,3.5,$,4
Tasquinha dos Grelhados,Lisbon,"European, Portuguese",3055,4685,0.6520811099252934,4.0,$$ - $$$,10
StarWok,Paris,"Chinese, Asian, Thai, Vietnamese",3689,16668,0.22132229421646268,4.0,$,98
The Curry Club,London,"Indian, Fast Food",16492,19359,0.8519035074125729,2.5,$,18
Rob The Gourmets' Market's Restaurant,Brussels,"Belgian, French, European",479,3526,0.13584798638684062,4.0,$$ - $$$,118
La Casa Buena Vista,Berlin,"Cuban, Caribbean, Cajun & Creole, Latin, Spanish, South American, Central American",1004,7127,0.1408727374771994,4.5,$$ - $$$,40
Gaucho,London,"Steakhouse, Bar, Pub, Wine Bar",1079,19359,0.055736350018079445,4.0,$$$$,626
Field,Edinburgh,"Local cuisine, European, British, Scottish, Vegetarian Friendly",102,1856,0.05495689655172414,4.5,$$ - $$$,723
Haya 19,Madrid,"Spanish, Mediterranean",4607,10890,0.42304866850321393,4.0,$,26
Cafe de la Comedie,Geneva,"French, Mediterranean, European",1445,1674,0.8632019115890084,2.5,$$ - $$$,28
Restaurant Sundby Sejlforening,Copenhagen,"European, Scandinavian, Danish",693,2333,0.2970424346335191,3.5,$$ - $$$,120
The Britannia,London,"Bar, British, Pub",7116,19359,0.36758097009143037,3.5,$$ - $$$,83
The Vanbrugh,London,"Bar, British, Pub, Gastropub",6926,19359,0.3577664135544191,3.5,$$ - $$$,131
Hostinec U Tunelu,Prague,"Local cuisine, Bar, Pub, Czech, Central European, European",972,5235,0.1856733524355301,4.0,$,74
Cafe Yafa,Barcelona,"Lebanese, Mediterranean, Asian",3655,9312,0.39250429553264604,4.5,$,17
Fonda La Lechuga,Madrid,"Spanish, International, Mediterranean, European, Fusion",2007,10890,0.18429752066115704,4.5,$$ - $$$,129
The Bricklayers Arms,London,"Bar, Pub, British",7081,19359,0.36577302546619145,4.0,$$ - $$$,43
Hana Korean Restaurant,London,"Asian, Korean",4253,19359,0.21969109974688775,4.0,$$ - $$$,156
Grattachecca della Sora Lella,,Special Diets,351,1006,0.3489065606361829,4.5,$,42
Aurora,Porto,"Mediterranean, European, Portuguese",289,1900,0.15210526315789474,4.0,$$ - $$$,595
Wernesgruner Bierstube,Berlin,"German, Central European, European",915,7127,0.1283850147327066,4.5,$$ - $$$,67
Chez Papa,Paris,"French, European",1832,16668,0.10991120710343173,4.0,$$ - $$$,302
Cafe Pom & Flora,Stockholm,"Cafe, European, Swedish, Scandinavian, Vegetarian Friendly, Vegan Options",34,121,0.2809917355371901,4.0,$,70
Fu-Le,Prague,Chinese,3035,5235,0.5797516714422158,4.5,$,3
Cafe Angelica,Madrid,"Cafe, Spanish",2404,10890,0.22075298438934804,4.5,$$ - $$$,31
Schlemmermeyer,Munich,"German, Fast Food",377,3020,0.12483443708609271,4.5,$,73
Blessed West Indian,London,Indian,16544,19359,0.8545895965700707,3.5,$,4
Fish X Chips,London,"Fast Food, British, Seafood",665,1819,0.36558548653106104,4.0,$$ - $$$,48
McDonald's,London,American,15521,19359,0.8017459579523736,3.0,$,5
Signorelli,London,"Italian, Cafe, European",369,1819,0.2028587135788895,4.5,$$ - $$$,93
MIXTO bcn,Barcelona,"Cafe, Mediterranean, European",1763,9312,0.18932560137457044,4.5,$,42
Jardin Van Gogh,Brussels,"French, Belgian, Seafood, European",3227,3526,0.9152013613159388,2.5,$$ - $$$,356
Noodles City,London,"Chinese, Asian",15513,19359,0.8013327134666047,3.0,$,11
Saftlade,Zurich,"Healthy, Cafe",1278,1795,0.7119777158774373,3.5,$$ - $$$,12
Taverna Ambrosios,Berlin,"Greek, Mediterranean",1285,7127,0.18030026659183387,4.5,$$ - $$$,33
Pizza Express,Edinburgh,"Pizza, Italian",1377,1856,0.7419181034482759,3.0,$$ - $$$,168
Lackerbiten,Stockholm,"Bar, Pub",1605,2880,0.5572916666666666,3.5,$$ - $$$,41
Thuis Aan de Amstel,Amsterdam,"Dutch, European, Vegan Options, Vegetarian Friendly",988,3854,0.25635703165542295,4.0,$$ - $$$,127
Osteria della Ricciotta,Rome,"Italian, Mediterranean",1008,10586,0.09522010202153788,4.0,$$ - $$$,337
Hbk House Burger,Paris,Fast Food,11990,16668,0.7193424526037917,4.0,$$ - $$$,14
Prosper et Fortunee,Paris,"French, European",579,16668,0.034737221022318215,4.5,$$ - $$$,165
Vivace,Prague,"European, Czech",3190,5235,0.609360076408787,5.0,$,2
Au Vieux Cedre,Paris,"Lebanese, Fast Food, Middle Eastern, Mediterranean",4303,16668,0.25815934725221984,4.5,$,33
Meiwei London,London,"Chinese, Asian",8512,19359,0.43969213285810216,4.0,$$ - $$$,39
Nappali Kultur-Pub,Budapest,"Takeout, Reservations, Seating, Television, Serves Alcohol, Full Bar, Cash Only, Free Wifi",2260,2933,0.7705421070576202,5.0,$,1
Mykasa,Barcelona,Spanish,5895,9312,0.6330541237113402,3.5,$,18
Gusto Italia,Paris,"Italian, Pizza, European",3997,16668,0.23980081593472521,4.0,$$ - $$$,217
Punjab Tandori,Oslo,"Indian, Asian",156,1306,0.11944869831546708,4.0,$,323
Yeast Bakery,London,Cafe,9544,19359,0.4930006715222894,5.0,$,6
Pablo Picante,Dublin,"Mexican, Latin, Fast Food, Central American",15,259,0.05791505791505792,4.5,$,580
Stara Zajezdnia Krakow By DeSilva,Krakow,"Polish, Bar, European, Pub, Central European",309,1589,0.19446192573945878,4.0,$$ - $$$,297
El Pelicano,Madrid,"Contemporary, Mediterranean, European, Spanish",2292,10890,0.21046831955922865,4.0,$$ - $$$,77
Restaurant Hotel Providence,Paris,French,8816,16668,0.5289176865850732,3.5,$$ - $$$,44
La Valle,London,"Healthy, Italian, French, Mediterranean",4209,19359,0.21741825507515883,4.0,$,119
Giovanni L,Berlin,FEATURES,6110,7127,0.8573032131331556,3.0,$$ - $$$,12
Atira-te ao Rio,Lisbon,"Local cuisine, Seafood, Mediterranean, European, Portuguese, International",382,4685,0.08153681963713981,4.5,$$ - $$$,990
Miscele e Fuoco,Rome,"Steakhouse, Wine Bar, Italian, Romana, Lazio, Central-Italian",2808,10586,0.2652559984885698,4.0,$$ - $$$,813
La Barra de Sando,Madrid,Spanish,4256,10890,0.3908172635445363,4.0,$$ - $$$,29
Chicago grill,London,"Fast Food, American",738,1819,0.405717427157779,4.0,$,36
Ravintola Nerone,Helsinki,"Italian, Pizza, European",38,1474,0.025780189959294438,4.5,$,218
Ostriche & Vino,Milan,"Italian, French, Seafood, Mediterranean, European",377,7025,0.05366548042704626,4.0,$$ - $$$,602
Crepa Crepa & Gelato Monastiraki,ns,"Cafe, Deli",73,147,0.4965986394557823,4.5,$,35
La Rochela,Madrid,"Latin, Colombian",1600,10890,0.14692378328741965,4.0,$$ - $$$,117
The Chamberlayne,London,"Bar, British, Pub",8169,19359,0.4219742755307609,3.5,$$ - $$$,93
Neromora Paris Ristorante Pizzeria,Paris,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania",871,16668,0.052255819534437246,4.5,$$ - $$$,555
Portugalia Cervejaria - Colombo,Lisbon,"Portuguese, European",2775,4685,0.5923159018143009,3.5,$$ - $$$,80
Fuggi,Barcelona,"Cafe, Fast Food",4774,9312,0.5126718213058419,4.0,$$ - $$$,13
MOS Amsterdam,Amsterdam,"French, Seafood, European, Central European, International",107,3854,0.02776336274001038,4.5,$$$$,408
Cafe-Restaurant Resselpark,Vienna,"Bar, Cafe, European, Central European, German, Austrian",714,3953,0.1806223121679737,4.0,$$ - $$$,167
Le Frosinone,Lyon,"Italian, Pizza",1879,2705,0.6946395563770795,3.5,$,12
Carabela,Budapest,"International, European, Eastern European, Central European",2392,2933,0.8155472212751449,3.0,$$ - $$$,9
Vasco Da Gama,Lisbon,Meals,2610,4685,0.5570971184631803,4.0,$$ - $$$,17
96 Ore,Rome,"Italian, Pizza",1889,10586,0.1784432269034574,4.0,$,197
Nakhon Thai,London,"Asian, Thai, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",2168,19359,0.11198925564337,4.0,$$ - $$$,594
Restaurant Bistronome,Strassen,"French, European",3,25,0.12,4.0,$$$$,193
Stolichniy - Russische Spezialitaeten,Vienna,"Russian, Eastern European",1324,3953,0.3349354920313686,4.0,$$ - $$$,54
Kezban Mediterranean Restaurant,Edinburgh,"Mediterranean, European, Turkish, Middle Eastern, Vegetarian Friendly",44,1856,0.023706896551724137,4.5,$$ - $$$,647
Sunan - Tu Thai,Warsaw,Thai,2169,3007,0.7213169271699368,3.5,$,6
Hirmer,Munich,Cafe,476,3020,0.1576158940397351,4.5,$$ - $$$,44
Antica Pizza Fritta da Zia Esterina Sorbillo,Milan,"Italian, Pizza, Fast Food, Neapolitan, Campania, Southern-Italian",5,44,0.11363636363636363,4.0,$,487
La Hoja,Madrid,"European, Spanish",1556,10890,0.1428833792470156,4.0,$$ - $$$,283
La Fabrica,London,"Mediterranean, European, Spanish, Wine Bar",3214,19359,0.16602097215765277,4.0,$$ - $$$,174
Il Soppalco - Pappafood,Milan,"Italian, International",5380,7025,0.7658362989323844,3.0,$,27
Pane e Vino,Berlin,"Italian, Pizza, Mediterranean, European",1678,7127,0.2354426827557177,4.0,$,134
Cucina LC,Edinburgh,Cafe,966,1856,0.5204741379310345,4.5,$,35
Studio Bar and Kitchen,London,"British, European",11242,19359,0.580711813626737,3.5,$$ - $$$,30
Enoteca Da Luca - Devonshire Square,London,"Italian, Wine Bar",6268,19359,0.32377705459992767,4.0,$$ - $$$,85
Boston Grill,Stockholm,"Steakhouse, Barbecue, American, Bar, Pub",2102,2880,0.7298611111111111,3.0,$$ - $$$,96
Cafe Gibbon,Hamburg,"Grill, Cafe",969,3157,0.3069369654735508,4.5,$,23
Brothers Fish Bar,London,"Fast Food, Seafood",9650,19359,0.4984761609587272,4.0,$,21
Chez Taeko,Paris,Japanese,7061,16668,0.4236261099112071,3.5,$$ - $$$,63
McDonald's,Paris,Fast Food,14707,16668,0.8823494120470362,2.5,$,20
Spezia Piadina & Co,Paris,"Italian, Mediterranean, European",1000,16668,0.059995200383969285,4.5,$$ - $$$,338
The Huggy's Bar - Bruxelles 1,Brussels,"American, Belgian, European",1014,3526,0.2875779920589904,4.0,$$ - $$$,84
Rice & Roll,Berlin,Vietnamese,2270,7127,0.3185070857303213,4.5,$,25
Gozleme Restaurant,Berlin,"Turkish, Middle Eastern",1152,7127,0.1616388382208503,4.5,$,29
Telepizza,Lisbon,"Pizza, Fast Food",4186,4685,0.8934898612593383,3.0,$,38
Elettroforno Frontoni,Rome,"Italian, Pizza",158,10586,0.014925373134328358,4.5,$,426
Houdini Bar,Zurich,"Japanese, Bar, Cafe, Sushi, Pub",1063,1795,0.5922005571030641,4.0,$$ - $$$,10
Aya Cuisine,London,"Lebanese, Middle Eastern, Mediterranean",6286,19359,0.32470685469290766,4.0,$$ - $$$,141
Bang !,Paris,"Steakhouse, European, Argentinean",3659,16668,0.2195224382049436,4.0,$$ - $$$,195
Buri Sushi,Warsaw,"Japanese, Sushi",648,3007,0.21549717326238776,5.0,$$ - $$$,30
Wanderlust,Madrid,"Cafe, Healthy, Vegan Options",3842,10890,0.3528007346189164,4.0,$$ - $$$,40
Gastrotaberna Juanes,Madrid,"Fast Food, Spanish",5737,10890,0.5268135904499541,4.0,$,14
Hummus Bar,Budapest,"Healthy, Middle Eastern, Mediterranean, Israeli",1435,2933,0.4892601431980907,3.5,$,61
Crave,Lisbon,"Fast Food, Healthy, Cafe",3340,4685,0.7129135538954109,4.5,$$ - $$$,16
Eulennest Vinothek & Weinbar,Vienna,"European, Wine Bar, Central European",331,3953,0.08373387300784214,5.0,$$ - $$$,53
Miriam Grillroom-Shoarma,Amsterdam,"Pizza, Turkish",2594,3854,0.6730669434353918,4.0,$,9
Bo Man Cafe,Paris,"French, Bar, Cafe, European",3214,16668,0.19282457403407727,3.5,$$ - $$$,409
Burger King,London,Fast Food,1727,1819,0.9494227597581089,2.5,$,59
Boylands Brasserie,Dublin,French,1830,2313,0.7911802853437094,5.0,$,1
BourgonDish,Brussels,International,1630,3526,0.4622802041973908,4.0,$$ - $$$,21
La Harpe,Paris,"French, European",14888,16668,0.8932085433165347,2.5,$$ - $$$,348
Film Cafe u Pipinky,Bratislava,,431,1199,0.359466221851543,4.0,$$ - $$$,13
Idolcidichecco,,"Italian, Cafe",498,1006,0.49502982107355864,4.0,$$ - $$$,39
L'aventure,Lyon,French,524,2705,0.19371534195933457,4.5,$$ - $$$,59
Varga Hennecke,Berlin,"Vegetarian Friendly, Vegan Options",1156,7127,0.1622000841868949,4.5,$$ - $$$,43
Rub & Roll Barbecue,Budapest,"American, Bar, Barbecue",153,2933,0.05216501875213092,4.5,$$ - $$$,807
Postkontoret,Oslo,"Bar, Pizza, European",34,74,0.4594594594594595,3.5,$$ - $$$,96
Churrasqueira Galo,Paris,"European, Portuguese",6194,16668,0.37161027117830575,4.0,$,81
Terraco Do Marques,Lisbon,"Bar, Mediterranean, Portuguese, European, Pub",1830,4685,0.39060832443970117,4.0,$$ - $$$,38
Bar Recyclart,Brussels,International,1844,3526,0.5229722064662508,4.0,$,14
Hi-Res Restaurant,Rome,"Italian, European, International, Mediterranean, Vegan Options",585,10586,0.05526166635178538,4.5,$$$$,691
New Asian Tandoori Centre,London,"Indian, Asian",15674,19359,0.8096492587427037,3.0,$$ - $$$,82
Trattoria That's Amore,Amsterdam,"Italian, Pizza, European, Seafood",740,3854,0.192008303061754,4.0,$$ - $$$,221
Mozzarella & More,London,"Italian, Mediterranean",10987,19359,0.5675396456428534,3.5,$,24
Belgo Bar & Restaurant,London,"Belgian, Bar, European, Grill",7085,19359,0.3659796477090759,3.5,$$ - $$$,216
Barcarola Cafe - Costa Cabral,Porto,"Cafe, European, Portuguese, Gastropub",665,1900,0.35,4.0,$$ - $$$,113
Restaurante Tico-Tico e Novo Rio,Lisbon,"Seafood, Mediterranean, European, Portuguese",882,4685,0.18826040554962647,4.0,$$ - $$$,390
La Pagnottella Gourmet,Rome,"Italian, Mediterranean",1620,10586,0.15303230682032873,4.5,$,101
A Bicicleta,Lisbon,"International, European, Portuguese",1200,4685,0.256136606189968,4.0,$$ - $$$,80
Brasserie Flo Gare de l'Est,Paris,"French, European",14661,16668,0.8795896328293736,3.0,$$ - $$$,273
Novo Paris,Porto,"European, Portuguese, Mediterranean",210,1900,0.11052631578947368,4.0,$,267
Marks and Spencer,London,British,10332,19359,0.5337052533705253,4.0,$,11
Red Lion,London,"Bar, Pub, Pizza",11283,19359,0.5828296916163025,3.5,$$ - $$$,77
The Camberwell Arms,London,"British, Pub",4749,19359,0.24531225786455912,4.0,$$ - $$$,168
Gago Restaurante,Madrid,"Spanish, Mediterranean",4748,10890,0.43599632690541784,4.0,$$ - $$$,46
sensEspina,Barcelona,"Mediterranean, Spanish, Seafood, Contemporary, Catalan",2013,9312,0.21617268041237114,4.5,$$ - $$$,56
Mucho Burrito,Budapest,Mexican,1992,2933,0.6791680872826458,3.5,$,14
Les Domaines Qui Montent,Lyon,"French, Wine Bar",727,2705,0.26876155268022184,4.0,$$ - $$$,51
Tapas 221,Madrid,"Mediterranean, Spanish",10016,10890,0.919742883379247,2.5,$$ - $$$,28
Apollo Club Milano,Milan,"Italian, International",6416,7025,0.9133096085409252,3.0,$$ - $$$,61
Natraj Tandoori Restaurant,Oslo,Indian,217,1306,0.166156202143951,4.5,$$ - $$$,87
Beynac,Milan,FEATURES,6336,7025,0.9019217081850534,2.5,$,34
Eddie Rocket's,Dublin,"American, Diner",1229,2313,0.5313445741461306,3.5,$$ - $$$,42
Kosmogonia,Athens,"Greek, Mediterranean",938,2438,0.38474159146841674,4.5,$$ - $$$,25
Seychelles,Athens,"Local cuisine, Mediterranean, European, Greek, Vegetarian Friendly",279,2438,0.11443806398687449,4.0,$$ - $$$,657
La Chamana,Madrid,"Mexican, Latin",224,10890,0.02056932966023875,4.5,$$ - $$$,291
Sienna,Madrid,"Italian, Pizza",2233,10890,0.20505050505050504,4.0,$,70
Simon the Tanner,London,"Bar, British, Pub",3755,19359,0.19396663050777416,4.5,$,65
Tivolihallen,Copenhagen,"European, Scandinavian, Danish",259,2333,0.11101585940848693,4.0,$$ - $$$,276
Leven Is Strijd,London,,14561,19359,0.7521566196601064,5.0,$$ - $$$,1
Pizza Me #5,Budapest,"Italian, Pizza",1323,2933,0.4510739856801909,4.0,$,18
Solito Posto,Brussels,Italian,1427,3526,0.4047078842881452,3.5,$$ - $$$,61
Micro,Milan,"Italian, Bar, Pub",5047,7025,0.7184341637010676,3.5,$,5
La Cucina di Bruno,Ganshoren,"Italian, French",7,13,0.5384615384615384,4.0,$$ - $$$,29
Kykladikis Technis,Athens,,1253,2438,0.5139458572600493,4.5,$$ - $$$,12
Prince Gardens Restaurant,London,"Reservations, Outdoor Seating, Buffet",12242,19359,0.6323673743478485,4.5,$$ - $$$,4
Restaurace U Lisku,Prague,"European, Czech",4435,5235,0.8471824259789876,2.5,$$ - $$$,30
Vogelweide,Berlin,"German, Austrian",1528,7127,0.21439595902904449,4.5,$$ - $$$,71
Minyam,Barcelona,"Mediterranean, Spanish, European",2018,9312,0.21670962199312716,4.0,$$ - $$$,213
Athen Pallas,Hamburg,Greek,580,3157,0.18371872030408615,4.5,$$ - $$$,28
Gelati Tellhof,Zurich,Italian,331,1795,0.18440111420612815,5.0,$$ - $$$,24
Mahiki,London,"Late Night, Drinks",15624,19359,0.8070664807066481,3.0,$$ - $$$,615
Pan Kralicek Priestor, Bratislava,Cafe,49,98,0.5,4.5,$$ - $$$,13
Sushic,Lisbon,"Japanese, Sushi, Asian",2746,4685,0.5861259338313768,3.5,$$$$,34
Tam o'Shanter's Scottish Pub,Vienna,"American, Fast Food, British, Scottish",1987,3953,0.5026562104730584,4.5,$$ - $$$,9
La Trattoria,Brussels,Italian,2166,3526,0.6142938173567782,5.0,$$ - $$$,3
Poppadom Express,London,Indian,7979,19359,0.4121597189937497,3.5,$$ - $$$,76
Bianca Mela,Milan,"Brazilian, Barbecue, Grill, Argentinean, Italian, Pizza, Seafood, Mediterranean",2731,7025,0.38875444839857654,3.5,$$ - $$$,94
Massawa,Rome,"African, Ethiopian",3352,10586,0.3166446249763839,4.0,$$ - $$$,89
Falafel Kimo,Hamburg,"Middle Eastern, Fast Food",391,3157,0.12385175799809946,4.5,$,41
Bar Trattoria Fratelli Fiorito,Milan,Italian,5671,7025,0.8072597864768684,3.5,$,49
Si Chef Gracia,Barcelona,"European, Pizza",2081,9312,0.22347508591065293,4.5,$,91
The Front Lounge,Dublin,"Bar, Pub, Irish",985,2313,0.42585386943363596,3.5,$$ - $$$,104
Ataclub Restaurant,Madrid,"International, Mediterranean, Spanish",2168,10890,0.19908172635445362,4.0,$$ - $$$,109
The Peasant,London,"Local cuisine, Bar, British, Pub, Vegetarian Friendly, Vegan Options",74,19359,0.0038225114933622606,4.5,$$ - $$$,343
Il Giglio,Zurich,"Italian, European",265,1795,0.14763231197771587,4.5,$$$$,78
los Anos Locos,Barcelona,"Steakhouse, Latin, Barbecue, Argentinean, Grill",2147,9312,0.23056271477663232,4.0,$$ - $$$,185
Brussels City,Brussels,"Belgian, European",1638,3526,0.4645490640952921,4.0,$$ - $$$,25
Candogs,London,American,14721,19359,0.7604215093754843,3.5,$,2
Pappa Ciccia-Fulham High Street,London,"Italian, Pizza",2426,19359,0.1253163903094168,4.5,$$ - $$$,221
Bistro Milano,Milan,"Italian, Mediterranean",2054,7025,0.29238434163701066,3.5,$$ - $$$,862
Pizzeria Tortellino,Geneva,"Italian, Pizza",263,1674,0.15710872162485065,4.5,$$ - $$$,46
The Railway,London,"Bar, British, Pub",4644,19359,0.2398884239888424,4.0,$$ - $$$,117
